FlightCode,IATACode
OLB-NCE U2676  319,319
B6431 PSE-MCO A320,320
AZ619-GRU/FCO-772,772
ZH893+TYN+A320-SYX,320
ALC-PIK [FR431],None
MU174 CTU-KGT A319,319
B733[VB967] GDL-VER,733
IY812(320) ADE,320
FLR-CDG|AF760|318,318
BJ865 CDG-MIR|A320,320
HD532 CTS-UKB B735,735
SHE-SJW JD996  A319,319
B733[PY250] POS-PBM,733
KHV-NGK|R3110|DH4,DH4
73H[DY413] BUD-CPH,73H
320[WU858] FCO-LWO,320
FR053+MAN+738-REU,738
VB607+GDL+733-REX,733
U2127-320 BRS-DLM,320
FZ702-73H DXB-EBL,73H
AC637 YQF-YYC B190,BEH
PRG-FCO|U2369|319,319
MU719-HYN/CAN-733,733
CZ402 HRB-NKG|A320,320
KQ726-763 BKK-HKG,763
BG348(A310) DOHxDXB,313
POA-CWB JJ414  A320,320
Q6761 BUC-ONG,None
RHO-SMI|GQ317|J41,J41
ET460 DAR-ADD|738,738
B737[FL982] ATL-LAX,73G
TO798-AYT/ORY-73H,73H
6E817 VTZ-BBI 320,320
XQ850 TXL-ADB,None
BG991 DAC-JED 772,772
RJK-NYO FR079  B738,738
WNZ-SYX|3U061|321,321
US177 CLT-FCO|A333,333
FR436 MRS-VLC|B738,738
CZ661-330 IST-URC,330
AD459 THE-PHB|AT72,AT7
FZ598-DXB/PZU-B738,73H
AT7[AD288] SSA-BPS,AT7
AA986+RIC+A319-CLT,319
ZL010+ADL+SF34-PLO,SF3
VY935 SVQ-LYS 320,320
ET906 CDG-BRU|B763,763
FR276(B738) HHNxMPL,738
KTW-NAP|W6847|320,320
738[FR136] VNO-BGY,738
TR686-KUL/SIN-320,320
SU723(A321) BCN,321
FR718+MLA+738-DUB,738
FR662 NRN-CHQ B738,738
TO463 LCA-CWL|B738,73H
9E207(CR9) ATL,CR9
B738[AS664] OAK-KOA,73H
ID468 CGK-MDC|B739,739
SU588+CMN+738-SVO,738
B190[B5357] WIL-UKA,BE1
SQ000+ADL+A333-SIN,333
AI148(B744) JEDxHYD,744
DY903 ARN-PRG 73H,73H
DL464-LGA/DEN-A320,320
BW657 POS-JFK|B738,738
CX411-HKG/SYD-333,333
U2314(A319) CDG,319
CZ472 CAN-BFJ|A319,319
DY217 ACE-LGW,None
TSV-ISA ZL134  SF34,SF3
BJ360 NBE-FRA A320,320
NH662-NRT/DPS-A333,333
NF314-BNE/SON-738,738
TCX303 DLM-GLA,None
UX199 VGO-MAD|E90,E90
DL810 EKO-SLC|EM2,EM2
COK-DXB|IX177|738,738
CRL-RDZ [FR043],None
A319[AA074] PHL-PLS,319
HKG-USM PG514/A319,319
9V829 CCS-MAR 732,732
AI179(A321) SHJxCCJ,321
US112 BUF-ORD CRJ7,CR7
LM813 SOY-NDY|BNI,BNI
BCN-CTA IB697  A320,320
F9965-319 FAT-DEN,319
3U406 CKG-URC,None
HU957 XIY-HET|B738,738
UA317 IAH-FRA,None
MUC-PRN JP587  A319,319
X3800-RHO/FRA-73H,73H
PR474-320 OZC-MNL,320
S7020 YKS-IKT,None
G4698+AZA+MD80-ICT,M80
WF363 KRS-SVG DH3,DH3
US345-PHL/GLA-752,752
BRS-TFS TCX109  320,320
FR874 STN-PSA|738,738
PC917+GZP+738-SAW,738
A319[BA548] LBA-LHR,319
JT042+KOE+739-SUB,739
ZH228 XIY-NNG|320,320
Q6324-DH1 TWB-CTL,DH1
US318 DFW-YYZ,None
CZ935-HAK/WUH-320,320
QR701-SAH/DOH-320,320
MD048 WMN-TMM|DHT,DHT
Y7961+NSK+738-UFA,738
HU587-CIH/TYN-738,738
WAW-BCN W6618/A320,320
KL169-LAD/AMS-A330,330
HO946(320) HGH,320
WN135 DEN-EWR 73W,73W
AV020 MAD-BOG 330,330
JS32[W2790] STR-FMO,J32
320[AK939] CGK-BKI,320
CUN-CUU|Y4215|320,320
IX565-TRV/MAA-B738,738
NRA-SYD ZL515  SF34,SF3
G9771 MAA-SHJ,None
FR304+CFU+B738-RYG,738
PAP-FLL AA780  738,738
Q9052 YNA-YZV|BEH,BEH
B738[HU790] PEK-HGH,738
UN846 DME-KEJ|735,735
LPA-AMS [HV397],None
AY046 JFK-HEL|333,333
G3929(B738) CNFxBPS,738
O6323 MCZ-GRU|318,318
WS419-YUL/YWG-73W,73W
L410[TE402] MEA-CAW,L4T
UA608(B763) GRUxIAH,763
FR373 BLQ-TFS,None
QZ915 DPS-UPG|320,320
LA142+PPT+B763-IPC,763
ALC-DME [S7612],None
AI827-LKO/DEL-321,321
A320[5J785] TPE-MNL,320
EP962 GBT-ZAH F100,100
A320[AZ809] CDG-EVN,320
EMA-CCF FR478/B738,738
BF963+DRW+B190-GTE,BE1
LTN-TFS FR639/B738,738
TPE-TAK CI046  738,738
A310[4H035] DAC-MCT,313
AC610(333) ZRH,333
TL317 GTE-DRW|E120,EM2
QV985+LPQ+AT7-BKK,AT7
M4031+HMB+DH8D-JED,DH4
MU029-CAN/XIY-A320,320
DEN-FLL|NK149|319,319
KR909(A320) OVBxFRU,320
G5023-CR9 KWE-LZO,CR9
AZ642(A320) CTAxLGW,320
Y8457 CWB-RAO|E120,EM2
DYU-IST TK998/A321,321
CPT-JNB|SQ431|772,772
FR555-738 AGP-BTS,738
EIN-INN [HV246],None
HV975 RTM-VIE,None
WN496+ATL+73W-LAS,73W
MK950-ZSE/MRU-AT7,AT7
B744[VS128] LGW-HAV,744
HNL-YVR [AC485],None
LS602 MAN-FUE,None
PC881+BGY+B738-SAW,738
JJ713(A320) MAO,320
US597(A333) LHRxPHL,333
DL594+SLC+763-HNL,763
SHA-LHW [9C662],None
WS047+KIN+73H-YYZ,73H
CZ146-CAN/DEL-73G,73G
FR507(B738) BTSxEDI,738
V7869-NTE/FLR-717,717
A320[MU946] KWE-XIY,320
SV952+LKO+333-RUH,333
U2365 HAM-CTA|A319,319
XY262(A330) CMN,330
BCN-TFS|VY012|320,320
ARN-FCO|DY302|73H,73H
B738[FR463] LPA-VLC,738
SN539+BRU+DH8D-SXB,DH4
BOH-MJV FR529/B738,738
FR020-DUB/VNO-738,738
DXB-MBA|WB163|738,738
CU650(A320) CYO,320
JFK-GIG JJ641/B763,763
CZ297+MXZ+E190-CAN,E90
YT784 BDP-KTM|J41,J41
STL-ATL [FL974],None
RIY-SAH FO346/CRJ7,CR7
KOI-WRY|LM411|BNI,BNI
AM215+VSA+AT72-VER,AT7
320[CA912] NKG-CGQ,320
TT873 BNE-DRW|A320,320
AA663+ORD+B738-SNA,738
FG773-734 KWI-KBL,734
KUL-VTE [AK129],None
VKO-KRR|R3769|73W,73W
TG014+PUS+330-BKK,330
FR022-KUN/ALC-738,738
PB981(DH8A) YWKxZUM,DH1
RUN-ORY SS081  B744,744
G5580(CRJ9) AEBxCKG,CR9
SC188 CKG-TNA|738,738
YVQ-YGH HW078/DHC6,DHT
PC992 GNY-ADB,None
MU246 TAO-XIY|320,320
B6043 PHX-BOS|A320,320
Q6977 NTN-CNS|DH1,DH1
CRJ9[G5409] BHY-KWL,CR9
JJ532+SLZ+A320-BEL,320
CZ527 SZX-TXN A319,319
AC583 PVG-YVR|763,763
CZ472 SHE-TPE|A320,320
LH158 FRA-CMN|A321,321
GIG-MAO [JJ735],None
AKL-PPT QF403  A343,343
FR032 MPL-LBA|B738,738
B737[DT425] LAD-NOV,73G
LAS-JAX WN085  B737,73W
ZL170(SF34) WGA,SF3
WUH-TPE [CI231],None
SV549-DXB/MED-320,320
320[MU371] NGB-XIY,320
8L613+HAK+738-KMG,738
ZH171(320) HRB,320
EP735 MHD-HEA 100,100
NRN-PMI FR137/B738,738
A319[U2966] AJA-BSL,319
BEW-UEL TM189  EM2,EM2
DH8A[WF156] MQN-RVK,DH1
W6405 WAW-BUD,None
SC870 LHW-XIY|B738,738
G9149 SHJ-CMB|320,320
JJ981+VCP+320-GIG,320
KE521 GMP-SHA|772,772
738[US052] ORD-PDX,738
V7861+CTA+717-AOI,717
73G[CZ164] URC-GYD,73G
GSP-FLL|G4264|M80,M80
GE697-321 TPE-XUZ,321
W2137 FMO-ZRH J32,J32
AC257 YYZ-PHX 319,319
XY879(A320) JEDxHBE,320
DD864-DMK/URT-738,738
PZI-CTU|CA259|319,319
73H[JL916] KMI-HND,73H
PUY-ZAG OU046  DH4,DH4
SC661 TNA-HUN B738,738
BK668 CSX-KMG 738,738
HU177+XUZ+B738-SZX,738
ZK168+ATY+B190-PIR,BE1
8U831(A320) ISTxMRA,320
MRS-LIS [FR179],None
A2884-SKG/CFU-143,143
TLV-PEK [LY571],None
WN170 DEN-DAY|B737,73W
LYS-BIA U2783  A319,319
ICN-HFE [CA178],None
A320[W6922] LTN-SKP,320
Y4476-CUU/CUN-320,320
LS273+MJV+B733-EMA,733
CCK-XCH [VA150],None
9W699 MAA-SIN|B738,73H
6W486 RTW-SVX YK42,YK2
A320[6E848] HYD-VTZ,320
QF635 SYD-WLG|73H,73H
DY318+HEL+73H-LGW,73H
A3937-E70 HBE-ATH,E70
W6429 CLJ-TLV|A320,320
320[VJ355] HAN-SGN,320
CDG-VIE [HG590],None
MM182 KIX-SDJ|320,320
EI875+ZRH+320-DUB,320
TK246(B738) SAW,738
W6804+VLC+320-TSR,320
CUR-BON|DV185|BNI,BNI
EU491 XIY-CTU 319,319
OK157(A333) PRG,333
IB336(A319) ACCxMAD,319
Y4720+LAP+320-TIJ,320
IX584(B738) CCJxBAH,738
AT7[VR470] SFL-RAI,AT7
OU193-DH4 VCE-DBV,DH4
SU940-SVX/AER-A319,319
PVG-MFM|9C591|320,320
AD769 IGU-POA,None
CX195-HKG/CJU-320,320
JFK-AUS|US031|738,738
B772[SV496] CCJ-DMM,772
UA822 MAN-EWR|752,752
VRA-DUS AB624  A332,332
SC181-YNT/SZX-738,738
333[CX735] HKG-RUH,333
CPH-FAE [RC832],None
GRU-MEX JJ887  330,330
9W752(B738) CCUxIXB,738
BE981(DH8D) NQYxLGW,DH4
HU315 CAN-HGH,None
738[HU529] HET-PEK,738
AD973 POA-MGF|AT7,AT7
320[U6371] KRR-BUD,320
A320[MU315] XIY-HRB,320
F9410-OKC/DEN-319,319
VB033 MTY-MEX 733,733
JJ363(330) MXP,330
KWI-AUH [KU888],None
US161-319 SAN-DCA,319
9W473+EWR+333-BRU,333
AH989-ALG/PMI-738,738
HAS-DXB FZ778  B738,73H
R3750 VKO-NER B737,73W
73G[UA926] IAD-SXM,73G
CTU-HAN [VN572],None
SK342+SPU+320-CPH,320
DUB-LPA EI947  320,320
WS951+YYZ+B737-YYJ,73W
W6641+BCN+A320-POZ,320
CZ812 SHE-KIX,None
MU492(738) NNG,738
ET482 BJM-KGL|B738,738
SYX-NNG|MU953|738,738
DRW-DIL TL935  E170,E70
NF201+TOH+DHT-ZGU,DHT
DY409 BGO-ALC,None
B735[SJ344] LUW-UPG,735
BA249 LGW-BRI,None
AYT-GRZ|HG030|321,321
SHA-KMG 9C132/A320,320
LKN-SVJ WF800  DH8A,DH1
4U817-319 BIA-STR,319
CZ269(A319) CAN,319
VTE-SIN QV176  320,320
AMS-SFB|OR680|763,763
3U984 CZX-XMN A321,321
G8997 MAA-BOM|320,320
FR165 RYG-MLA|738,738
KE232 XIY-ICN A332,332
GE600 NNG-RMQ A320,320
AA151 GDL-DFW|MD80,M80
US135 CLT-BZE|319,319
MN383-738 DUR-CPT,738
7F140+YVQ+73M-YEV,73M
KWI-AWZ|EP531|100,100
HO452-SHE/PVG-320,320
OTP-BCN VY633/A320,320
DEL-BBI 6E526  320,320
B738[MU103] WUH-KHH,738
FCO-LBA|LS383|733,733
DME-NSK Y7039  738,738
CA306-PVG/INC-A320,320
RC664(319) CPH,319
HET-TGO MU902  A320,320
BK966 DLC-HGH B738,738
UL764-343 DMM-CMB,343
SU995-ROV/TAS-A319,319
FR467-LRH/CRL-738,738
3U868(A321) CTUxKHN,321
CGK-DJJ ID261  739,739
TP406(332) LIS,332
AT281 BZV-CMN|B738,738
MCO-MKE WN167/B737,73W
UR245-SVX/EYK-AT7,AT7
G3144-UDI/GRU-73G,73G
WUH-SWA CZ789  738,738
FB663(A320) BOJ,320
FR556-LPL/PSA-738,738
LA497(A319) SCLxZCO,319
UN528-735 DME-LED,735
FR017 BHX-BZG B738,738
BCN-YUL TS043  A310,310
E90[KQ745] LUN-HRE,E90
JFK-TLV [LY424],None
SXM-CDG AF890  343,343
SKP-SXF ST064  B737,73G
DPS-BKI QZ922/A320,320
Y7019 GOJ-EGO 738,738
LS709-73H EMA-LPA,73H
MI191-SIN/PLM-A319,319
YPJ-YVP|3H716|DHT,DHT
8Q127(A321) SVOxAYT,321
ICN-YVR|AC085|763,763
CA592 NKG-MFM,None
3M442 JAX-TPA|SF3,SF3
CPR-LAS [G4576],None
FR107 TFS-BHX|B738,738
A333[OZ435] ICN-IST,333
DL782+JFK+CR9-BNA,CR9
BUZ-SYZ [IR853],None
UA399 IAH-RSW 738,738
NHG425 URG-RIA L4T,L4T
7R626-IJK/DME-CR2,CR2
XQ653(738) ADB,738
738[HU330] PVG-LHW,738
FRW-JNB BP142  AT72,AT7
LAS-BDL WN032/B737,73W
AA900 SEA-ORD B738,738
JD631 XIY-DYG 319,319
4U343(A319) STNxCGN,319
DH4[OU373] BRU-ZAG,DH4
TX836-332 ORY-SXM,332
FR017+CCF+B738-CRL,738
CRL-ALC FR949  738,738
AKJ-TPE GE454/A330,330
WIL-UKA B5105  B190,BE1
KE725-CJU/HIN-739,739
FR824+BVA+B738-RAK,738
SYD-BNE TT119  320,320
SK192+ALC+B738-BGO,738
G4293-AZA/MOT-MD80,M80
MU245 CZX-SZX 320,320
AA961-RTB/MIA-738,738
UL125(A320) SHJxCMB,320
L6082 ABJ-COO|B737,73G
OU445 OSI-SPU DH8D,DH4
SVO-BOJ FB526  320,320
HU617+SHE+B738-TAO,738
ALC-TRD [DY548],None
2N717 HAD-VXO SF34,SF3
ICN-CSX MU824/A332,332
WN656-PHX/SDF-73W,73W
U6209+LED+320-DME,320
A320[9C143] HRB-PVG,320
NP396+CAI+A320-YNB,320
BAQ-PTY|CM908|E90,E90
320[S7857] DME-AAQ,320
DX043-AT4 SRP-OSL,AT4
FLL-SFO VX544/A320,320
2B576 KZN-SVX|CRJ2,CR2
KQ705-NBO/ADD-E90,E90
CA300(A320) HKGxCTU,320
MU426(A320) NKGxNRT,320
B763[UA236] IAH-LIM,763
ZHA-SYX [CZ382],None
3M060 GNV-TPA SF3,SF3
NF809 ZGU-TOH DHC6,DHT
US642(E145) DFWxAMA,ER4
IGD-IST TK528/A320,320
AA863(A320) SAN,320
MU902-TNA/CKG-A320,320
A320[G8514] AMD-BOM,320
9W543 AUH-HYD|B738,73H
LA609 CUN-SCL B763,763
LTN-ACE FR106  B738,738
FR214-LPA/EMA-B738,738
JQ867+AKL+320-ZQN,320
W6895(A320) PRGxTLV,320
EP670 MHD-DXB|F100,100
JD809-HGH/SYX-320,320
CTA-DUB EI606/A320,320
SU944+SVO+320-CPH,320
B738[FR137] BVA-SVQ,738
AB070 POP-DUS|332,332
ZD472 MJN-DZA AT7,AT7
CZ395-SYX/HGH-A321,321
JD578(A319) SYXxXMN,319
6E553 GAU-BOM|320,320
LS542-FAO/BFS-733,733
AI413 BOM-BBI,None
FZ760 DXB-DYU|73H,73H
A320[TK347] EZS-IST,320
LH037(A343) ABV,343
ARN-MLA SK852  73H,73H
SYZ-SRY [EP849],None
PBJ-VLI NF123  DHT,DHT
HY960+KUL+B764-SIN,764
KIX-KHH MM173  A320,320
AT7[AM216] VSA-VER,AT7
S7996+FRA+A319-DME,319
RVN-HEL DY599/B738,73H
PR189(DH8D) TUG,DH4
SV465 JED-AZD|A306,AB6
AT7[JU251] SJJ-BEG,AT7
G4271+AZA+MD80-PSC,M80
UN975 DME-PUJ B772,772
DL891 ATL-PWM MD88,M88
CZ640 WUH-TYN 73G,73G
738[AT173] LOS-CMN,738
VIE-MUC|HG632|E90,E90
AK042 KUL-HAN|A320,320
AC318-YVR/OGG-B763,763
BOS-JFK|AA835|738,738
WS118-73W BDA-YYZ,73W
CGN-VRN|4U553|319,319
FR441 BHX-LDY,None
VB918-VSA/CUN-733,733
320[VY407] BRU-FCO,320
MIA-ATL AA758/B738,738
X3397-PMI/DUS-B738,73H
3U774 CTU-LHW A319,319
UA487-752 DEN-HNL,752
BK188 TSN-CJU B738,738
WX140+CWL+F50-EDI,F50
AF935(A343) FIHxCDG,343
T7051 MRS-GVA BEH,BEH
U2732+BRU+320-BOD,320
LI714 SLU-POS,None
A320[CZ634] CJU-HRB,320
T154[4G559] TJM-NUX,TU5
AF438 BRE-CDG,None
BOO-BNN WF343  DH8A,DH1
BA065(A319) LHR,319
AI252(A320) DELxIXJ,320
WN777(B733) HOU,733
RUH-CCJ SV471  772,772
EY707(A320) MCT,320
US613+PHL+B762-BRU,762
DL157+EKO+E120-SLC,EM2
GRZ-TFS AB012  320,320
LG690 NBE-LUX B737,73W
FR502 NRN-AHO,None
73H[QF869] KTA-SYD,73H
DSM-SFB G4242/MD80,M80
TSN-CKG [3U458],None
HU812 DLC-NKG,None
B737[WN368] GEG-OAK,73W
SFO-MNL [PR852],None
CZ824 XIY-TAO|A320,320
NHG186-L4T RIA-POA,L4T
YBC-YQB P6575  JS32,J32
6E544-IXA/IMF-320,320
B6065 SRQ-JFK E190,E90
QF903 ADL-ASP,None
VKO-IKT UN154/B738,738
MEL-MCY TT344  A320,320
TRN-IAS [AZ644],None
FR000-TPS/PMF-738,738
JU572(A319) ARNxBEG,319
UU516+RUN+AT7-TMM,AT7
CX570 AMS-HKG|343,343
RUH-SAW XY409  A320,320
CLJ-TSF W6621  A320,320
AT7[OD668] PEN-SZB,AT7
TL388 KNX-PER|E170,E70
FR669(738) ZAD,738
UA841 PVR-SFO A320,320
MAN-MCO VS409/B744,744
H2004-LSC/CJC-319,319
UJ188+TIF+A320-CAI,320
HOU-PNS WN661  B737,73W
U2883(319) BRU,319
X3886+XRY+B738-STR,73H
Y4520+ZCL+A319-MDW,319
CI850 FCO-DEL|333,333
PMI-EMA TOM151  B738,73H
SXM-SDQ [WM206],None
W6400 OTP-GVA 320,320
KE921-PEK/CJU-333,333
WN094-73W TUL-HOU,73W
X3730 RHO-DUS 73H,73H
JMK-JTR HQ106  320,320
W6953 PRG-NAP|A320,320
TRF-BCN DY377  73H,73H
738[TK314] IKA-SAW,738
A333[OZ852] HND-GMP,333
VIE-BCN VY981/A320,320
3U260(319) CKG,319
SQ325(B763) BKKxADD,763
TS876-CDG/YYZ-A330,330
WS008-YHZ/MCO-73W,73W
CY672-318 OTP-LCA,318
TJM-NOJ [YC400],None
SV969 RAH-RUH E170,E70
W6684 PRG-LTN A320,320
AB275 TXL-DME,None
US865 YYZ-JFK CR7,CR7
WS716 YHM-YHZ 73W,73W
MU356(320) KWE,320
AI884 RGN-CCU 320,320
320[AB434] SKG-HAM,320
AT773(B738) OZZ,738
B6995 LGB-SEA|A320,320
OLB-BLQ|IG511|M80,M80
CAN-CIH [CZ045],None
ZRH-TGD YM570  F100,100
DH4[BE525] CWL-BHD,DH4
NZ080 HKG-AKL,None
MS529+JFK+773-CAI,773
SP619(DH8D) FLW,DH4
TRN-OLB|IG881|M80,M80
A320[KA111] REP-HKG,320
US935 MIA-MSP|738,738
OX372 DMK-HKT MD82,M82
6E699-320 CCU-AMD,320
ALA-GYD [KC696],None
VA582 BQB-PER F50,F50
DH8C[2P596] MNL-MPH,DH3
SV091+RUH+E70-DWD,E70
TPA-PNS [3M190],None
B6690(320) JFK,320
EI539-320 PUY-DUB,320
320[IB866] BIO-LHR,320
LG764 KGS-LUX B737,73W
CZ587 BFJ-CAN A319,319
S7213 SGC-DME|B735,735
CVG-JFK US921  E145,ER4
EU189 CSX-CTU|A319,319
G4780-BTV/SFB-M80,M80
KLO-ICN PR667/A320,320
ORB-BLE HS487  JS32,J32
BCN-VNO FR335/B738,738
AT019 RAK-LYS B738,738
LIL-MPL A5737/E170,E70
PR483-330 MNL-AUH,330
BR285-333 HND-TSA,333
TP136(A332) AUH,332
CZ768-XMN/HKG-738,738
AC975 SEA-YYZ|E190,E90
RO846+OTP+318-LCA,318
LS287 NCL-RHO|752,752
AI231+UDR+319-DEL,319
PR205-CGK/MNL-320,320
PN902+CKG+320-NGB,320
DH8D[W3738] QRW-ABV,DH4
BR477 NRT-KHH A321,321
NZ187-320 AKL-ADL,320
HQ826(A320) BRUxTIV,320
WF910-TRD/RVK-DH1,DH1
POZ-CIA FR453/B738,738
OVB-SLY|IOS563|CR2,CR2
FZ401+SAH+B738-DXB,73H
LHR-SVG [BA980],None
PC592+OTP+B738-SAW,738
AA363(A332) VCExPHL,332
EP674(AT7) KHY,AT7
320[SV273] JED-ABT,320
PVG-TSA B7399  321,321
J3327 YMM-YEG|JS31,J31
NH181+NRT+763-CAN,763
AV289 BOG-FLL 320,320
JNZ-TAO [SC492],None
QH014(B735) KRRxFRU,735
A320[MI977] DVO-CEB,320
PC361-EZS/SAW-738,738
SF34[ZL609] SYD-ABX,SF3
SC201 TYN-TAO 738,738
KUL-NGO D7233/A330,330
320[Z2021] ICN-MNL,320
A333[CA870] VIE-BCN,333
U2898(A319) SENxAGP,319
320[JJ880] BEL-GRU,320
6H648 TBS-TLV,None
FR860 BRS-FAO|738,738
SN776(RJ1H) MRS,AR1
A320[BU804] FIH-MDK,320
AK864 BPN-KUL|A320,320
CZ542 KMG-TAO|A320,320
Z2202 MNL-PVG|A320,320
7F257+YUX+AT4-YFB,AT4
A321[HG882] VIE-RMF,321
AH158+BJA+738-LYS,738
MAA-GOI|AI480|320,320
WS960(DH8D) YWG,DH4
FR341 DTM-FAO B738,738
JD457 HRB-TGO 319,319
SV217 KHI-JED|B772,772
KHV-JMU IOS567/CRJ2,CR2
G4543-320 FSD-PIE,320
YPY-YSM [J3996],None
V7892-717 BOD-FSC,717
KCH-MZV MH618/AT72,AT7
AD628(AT72) UBAxVCP,AT7
KZN-SVX 2B294/CRJ2,CR2
JT639 CGK-AMQ B739,739
FR598 LBA-KRK|738,738
ZB253(A321) MLAxEMA,321
FR137-738 PFO-KRK,738
BX723+PUS+A321-XIY,321
SIN-XMN [MI802],None
WU569 IEV-LCA|A320,320
HU363+CSX+738-PEK,738
B6629(A320) JFK,320
MU404-KMG/BSD-733,733
IOS272 GYD-OMS|CR2,CR2
DAD-PXU VN904  AT72,AT7
ZRH-YUL [AC397],None
MWF-SON NF600  DHC6,DHT
HF888(E170) ABJ,E70
FR968+TSF+B738-CAG,738
GAU-IXB 6E725  A320,320
7P275-CHX/BOC-F50,F50
HN759+KDH+CR2-KBL,CR2
ALC-MAN [FR664],None
ZH165(738) SZX,738
WS645(DH8D) YEG,DH4
QG109-SUB/DPS-A320,320
ISU-IST KK493/A320,320
PTY-IAD [UA762],None
GA950-AT7 KOE-ENE,AT7
BX620 PUS-KHH|B734,734
A320[JQ885] BNE-HTI,320
KA570(A333) HKG,333
PVG-CNX [MU895],None
JY974-EM2 AZS-SJU,EM2
AA302+ORD+B738-CUN,738
LAS-JFK US766  B738,738
DHP[3F760] KTB-KTN,DHP
FCO-TAS HY232/B764,764
UA025-MEX/ORD-A320,320
FZ136(B738) HBE,73H
ACK-TEB TJ458/PC12,PL2
FR399 WMI-MAN B738,738
MNL-MPH 2P075  DH8C,DH3
US916 MXP-JFK 763,763
OMS-NJC IOS865  CR2,CR2
IX451(738) TRZ,738
BIO-PMI|VY772|320,320
XQ314(B738) ADB,738
MS115+JED+A320-LXR,320
B733[MU828] WUH-WNZ,733
FR929 STN-KIR,None
NK022(A319) STTxFLL,319
HND-HNL HA691/A332,332
WF546-SVG/BGO-DH4,DH4
LH124-NRT/KIX-B744,744
FR479 AGP-FKB B738,738
V7910 BIA-BOD|B712,717
PL863(ATP) NAS,ATP
ATP[PL432] NAS-RCY,ATP
9W343-739 BOM-JED,739
IE912 RBV-MUA|DHC6,DHT
ZRH-GVA RJ046  319,319
SU611 SVO-SGN|333,333
CA316-320 NTG-CAN,320
B6454 SAV-BOS E190,E90
MU566+XIY+320-NGB,320
W6732+DEB+A320-LTN,320
8M863 CAN-RGN|320,320
LX657-333 MIA-ZRH,333
FM334 KHN-SHA|738,738
A319[TV430] CKG-LXA,319
319[MU364] HZH-KWE,319
SV861+DMM+320-KHI,320
7R897 CSY-LED|CRJ2,CR2
A320[CZ068] HAK-PVG,320
AB127(321) DJE,321
VB482(B733) MTYxIAH,733
GUA-MIA|AV380|E90,E90
SY948(73G) MSP,73G
UR665-NJC/HMA-AT72,AT7
321[BA005] AMM-LHR,321
FZ886(73H) IEV,73H
L6090(B737) BKO,73G
US704 PHX-OMA|319,319
US834+CZM+319-CLT,319
U2795-DBV/EDI-A320,320
A320[HO530] SHA-CKG,320
GS852 KWE-MIG,None
MU049(B733) TCZxJHG,733
UO415-HKG/HND-A320,320
VY196 MUC-BCN 320,320
US891-LAS/MIA-B738,738
AY325 HEL-HAM 319,319
A320[TP492] HEL-LIS,320
HG586(A321) HERxLNZ,321
DEN-FLL WN444  B737,73W
PAC-BFQ 7P177  DHC6,DHT
OM360 ICN-ULN|763,763
G3570+GRU+738-CWB,738
UA297+ITO+B738-LAX,738
PC759 AMS-KYA|738,738
IR279 DXB-IKA|320,320
WN466(B737) STL,73W
HKG-RUH|CX248|333,333
KUL-CGK|OD360|739,739
SF34[3M916] EYW-FLL,SF3
HV850 NBE-AMS|73H,73H
BOG-BCN AV201/A330,330
KQ551-ACC/FNA-B738,738
CZ392 CSX-SYX,None
MH123 XMN-KUL|738,738
HU961+WEF+B738-CAN,738
EI991(A320) SCQxDUB,320
BX439 PUS-KHH|734,734
DUS-LGW U2415/A319,319
LIH-SJC AS624  B738,73H
FR804(B738) EIN,738
BTH-PDG QG587  320,320
HU717+XMN+738-CSX,738
FR215 TUF-RAK B738,738
3O554(320) NDR,320
CZ705-TXN/CAN-A320,320
EGC-SOU [BE155],None
W6993 TLV-WAW A320,320
FR002-738 TPS-CRL,738
TL364 DRW-GOV E120,EM2
HU045 URC-KRL,None
3U180(A321) HRB,321
FZ144-73H DXB-KWI,73H
HO589-JUH/CTU-A320,320
LH762 TAO-SHE|A343,343
G4461 AZA-BIS|M80,M80
AI461+IXR+321-DEL,321
CR2[G5867] CKG-JIQ,CR2
UU710-RUN/TMM-AT72,AT7
QF486 PVG-MEL 332,332
CKG-TSA GE798/A321,321
LX834 ZRH-PEK|333,333
SFO-CPH SK117  A343,343
A332[EY730] AUH-BRU,332
AT345-AGP/CMN-AT7,AT7
FG983 KBL-DEL 734,734
FR634-PIK/IBZ-B738,738
J9051 KWI-CAI|A320,320
GLA-EMA|BE798|DH4,DH4
WF709 RET-LKN,None
P6985 YQB-YWK|AT43,AT4
HAK-WUH JD530  319,319
PNZ-CNF|AD459|E90,E90
AC068+YHZ+B190-YQM,BEH
XMN-CZX MU953  320,320
PNR-COO [Q8531],None
A320[B6718] LGB-SMF,320
UA371 BCN-EWR|B752,752
SVG-KSU WF746  DH3,DH3
FR035+LRH+738-STN,738
319[U2408] LGW-IOM,319
OA744-ATH/AOK-DH4,DH4
320[NL814] KHI-DXB,320
DLC-HGH BK523  B738,738
D7566(A330) KUL,330
V0097+HAV+E90-CCS,E90
B738[IX146] AUH-MCT,738
B738[FR230] PMO-MRS,738
HYD-MCT WY040  B738,738
AI384 AGR-HJR 320,320
FR670+LPP+738-NRN,738
VR227 SNE-SID,None
HO947-320 KWE-CSX,320
6E716 DIB-CCU 320,320
321[Z4195] ADA-EBL,321
JIB-ADD KQ804  E90,E90
6E648-320 IXB-CCU,320
UX889(E190) BRUxMAD,E90
FZ178 DXB-DAC|73H,73H
A320[QH704] CEK-OSS,320
IE429 RBV-HIR BNI,BNI
U2852 MAN-DLM A320,320
