FlightCode,IATACode
IOS200-NUX/OMS-CR2,CR2
B6063 RDU-BOS|E90,E90
PC663 SAW-TLV|B738,738
B2882 CDG-MSQ|733,733
U2994(A319) HAMxNCE,319
AI119-DEL/GAU-320,320
WU131-320 DTM-LWO,320
HAK-PVG|HO359|320,320
FR695-GRO/TPS-738,738
O6397 CNF-BSB|F100,100
AD125+CGB+AT7-ROO,AT7
WS575 SXM-YYZ|B737,73W
A319[AI359] VTZ-BOM,319
W2880(J32) ZRH,J32
PVG-TYN HU250/B738,738
EVN-RTW|6W405|YK2,YK2
B737[WN361] HOU-JAX,73W
BTV-SFB G4704/MD80,M80
BA707 LGW-TFS 320,320
DY367(B738) EDI,73H
B6524 JFK-GCM|A320,320
CSX-SIN MI027/A320,320
AWZ-IFN B9221/MD82,M82
ZH360 WUX-WUH|738,738
RYG-CHQ FR464/B738,738
CZ154 CZX-CSX|320,320
FR719 SVQ-BOD B738,738
NKG-DSN GS703/E190,E90
AT7[SI749] SOU-GCI,AT7
S7849(763) BKK,763
PC725 SAW-TBS|738,738
WX877-AR8 FLR-LCY,AR8
ZI860 CZL-LYS 320,320
SDU-CWB|AD943|E90,E90
RNA-HIR IE026/DHC6,DHT
CM219 PTY-EZE|B738,738
XIY-ICN|KE474|332,332
X3221(73H) PMI,73H
8L344-LJG/CKG-321,321
DL299+GUM+752-NRT,752
OPO-BRU IB116  320,320
FR511(B738) TFSxLBA,738
VCL-HAN VN158  AT7,AT7
B712[V7273] VLC-NTE,717
TG034 BKK-CAN|330,330
PC180+SAW+B738-NAV,738
TT314-PPP/SYD-A320,320
NX033 MFM-HAN 319,319
U6290+LBD+A320-CEK,320
JTR-LGW [DY938],None
A3683(A320) ATH,320
U2319-319 LGW-INN,319
CAN-XIY [MU728],None
LKO-BLR 6E394  320,320
SPU-ARN DY685/B738,73H
73H[TO107] FUE-LGW,73H
BPN-BDJ [JT549],None
E120[M6998] BEL-ATM,EM2
A319[U2479] BFS-MLA,319
B738[FR780] EMA-LPA,738
TT946-ADL/BNE-A320,320
738[FR423] FUE-STN,738
X3715-PMI/DUS-73H,73H
BKK-ICN 8B451/B763,763
SU920-319 AER-SVX,319
BWI-AUA|FL348|73G,73G
JFK-IND|DL768|CR9,CR9
ZB495-320 MAH-LBA,320
PHS-DMK [FD006],None
W6240(A320) TGM,320
BK445 HRB-JXA|AN24,YN7
DY363(73H) LGW,73H
MU365 PVG-HNL 332,332
HU821-TNA/SYX-B738,738
MH141-KHI/CMB-A320,320
MH117(738) KUL,738
DTW-PVD DL447/A319,319
320[HY035] GYD-TAS,320
JH883-KMJ/NKM-E70,E70
WU875 IEV-VLC,None
U2503(A319) LYS,319
OSL-LYR DY034  B738,73H
Z4100-EBL/ESB-321,321
P6647+YHU+J32-YZV,J32
WS880-73H YVR-LIH,73H
FR078 ALC-BHX,None
AB556(A332) DUS,332
BT453+RIX+DH4-DUS,DH4
4O362 CUU-MEX A320,320
TU150+SXB+B736-TUN,736
MU889-NKG/DLC-A320,320
WS675+YCD+DH4-YYC,DH4
G4855-LEX/PGD-MD80,M80
AF926+ABV+A332-PHC,332
LPA-MAN [TCX773],None
ATH-MAN A3677  320,320
TAS-KRR [HY834],None
UA606(B738) SAPxIAH,738
KMG-SJW 9C283  A320,320
CHQ-LGW [U2175],None
U2045 NAP-HAM|319,319
CZ001+URC+73G-NKG,73G
MD716 DIE-RUN 733,733
AT261-CMN/DKR-738,738
OZ287(A320) IST,320
ZH252+CAN+320-HYN,320
B6128 AZS-JFK 320,320
NX700 NKG-MFM|321,321
6E179 DXB-DEL,None
MAN-FUE LS708  73H,73H
B6895 BOS-DEN|320,320
738[SC014] CTU-TNA,738
9W472-KTM/DEL-73H,73H
U2103(A320) BSLxLCA,320
LUX-ADB|LG479|73H,73H
JED-HBE EO293  A320,320
A320[MU047] PVG-OKJ,320
MH078 CDG-MIA B763,763
KR375+DME+A320-FRU,320
FR130 WMI-BLQ,None
3U077(A321) TSN,321
QR310 EBL-DOH|A320,320
CZ237(A319) LYAxKHN,319
CLT-LIR [AA655],None
FR863(B738) SKGxBRE,738
AC146(E90) PLS,E90
US293-DFW/CLE-A319,319
DUS-SZG AB731  DH8D,DH4
W5680 IKA-PVG A310,313
NL305(333) RUH,333
ZVK-VTE QV871  AT7,AT7
PK254(A310) ISBxSKT,310
A320[HY536] TAS-GYD,320
U6793 LCA-SVX|320,320
TK201-319 TGD-IST,319
Y4437 GDL-MDW 319,319
UA553 CTS-GUM 738,738
9V903(B732) AUA,732
FL652+MKE+73G-CUN,73G
MU458 SHA-LYI,None
WN529-73W ATL-DCA,73W
TK021+MZH+A320-IST,320
MJ413 SHJ-CMB,None
MK689(343) SIN,343
ET546(B738) ADDxRUH,738
WS089-PVR/YYC-B738,73H
320[QZ430] DPS-SUB,320
A320[HO583] PVG-DOY,320
TO401(B738) ALC,73H
NKG-FOC|HU670|738,738
V7222-717 NTE-VCE,717
IR145(M82) MHD,M82
CZ479 KWE-TPE,None
WS806 YOW-YEG,None
FZ702 DWC-KBL,None
FR579-NRN/RAK-B738,738
319[CA270] INC-HGH,319
KQ171 DKR-BKO|B737,73W
A319[4Q904] KBL-ISB,319
WS876 YEG-YLW|73W,73W
HFE-PEK MU480  320,320
SJ473+PLW+B735-UPG,735
HD463(B735) CTS,735
RBA-CRL [FR916],None
MM828+KIX+320-NGS,320
KMG-TPE MU863  B738,738
V0334-E90 PMV-STD,E90
U2749 ORY-PMO A320,320
FR458(B738) PSAxSTN,738
A320[6E400] NAG-IDR,320
CU610(A320) CCCxVRA,320
B763[ET325] CDG-BRU,763
PC228(738) AYT,738
WAW-BUD [W6116],None
U2353+STN+A319-CAG,319
VLC-IEV|WU342|320,320
738[FR040] SDR-VLC,738
8L541 KMG-XIY,None
TP731(321) IST,321
73G[FL014] ATL-SFO,73G
FY062(AT72) HKTxPEN,AT7
FR007(B738) FUExSNN,738
G8298(A320) CCUxIXZ,320
FR652 FUE-STN|738,738
HG705 GRZ-AYT,None
TYS-FLL G4045/MD80,M80
FR707(B738) CRLxCIA,738
9M200 YDQ-YVR|DH1,DH1
BHY-SJW CZ061/A321,321
JJ594 POA-BSB,None
A320[EY213] AUH-JAI,320
IR053-100 KHD-THR,100
OR047(B763) AUAxAMS,763
WS994+OGG+B738-YVR,73H
MDT-PHL AA069/DH8C,DH3
TSF-BRE FR901  738,738
AT5[A5693] DCM-AGF,AT5
SCO-KZO DV709/AN24,AN4
QS068 OTP-PRG A319,319
MUC-PMI X3297  73H,73H
WS734 SNA-YVR|B737,73W
MDC-SUB QG481/A320,320
G8279 CCU-IXZ|320,320
NS705+NKG+73G-XMN,73G
SF3[ZL590] DBO-SYD,SF3
R3967 KHV-NER|DH4,DH4
AD876(AT72) BEL,AT7
SGF-PGD|G4901|M80,M80
A319[4U504] IBZ-TXL,319
HKG-SIN TR985  320,320
BLA-CCS|QL750|D93,D93
ZL260(SF34) SYD,SF3
FR587 RBA-MRS|738,738
THX-KJA|Y7622|AT5,AT5
KRT-SHJ [G9987],None
DY119 ALC-LGW,None
ZI100 ORN-LIL A320,320
U6420 GOJ-DME A320,320
A319[TK551] TGD-IST,319
YVR-LGW TS027/A330,330
BWI-ROC|WN176|73W,73W
ZAD-ZAG OU506  DH8D,DH4
320[CZ785] CAN-REP,320
LA543 ZAL-SCL|319,319
US537+DFW+B738-NAS,738
ZH913-XIY/WUX-B738,738
SC384(B738) TPE,738
TT884(A320) CNS,320
UX329 MAD-MVD|A332,332
BT708(DH8D) RIXxKIV,DH4
XY038-DMM/YNB-320,320
320[3O774] CMN-BGY,320
B733[MD052] SVB-TNR,733
B6542(A320) EWRxSTI,320
JHB-SUB QZ283  320,320
G8248+AMD+A320-BOM,320
HGH-CAN HU889/B738,738
AUA-LGA|DL549|738,738
FR781-738 BCN-PIK,738
B6917 JFK-PAP,None
E145[BM744] MXP-BRS,ER4
IFN-KIH Y9983/MD80,M80
PFO-LTN [U2092],None
CA432 CAN-WUX|B738,738
REC-BSB O6261  A318,318
AA594+ORD+763-CDG,763
GS965 UYN-XIY,None
PI684+YKS+AN24-NER,AN4
B738[FR655] EMA-IBZ,738
A3406 HER-DME|320,320
YUL-DTW US974  330,330
UX737+FCO+738-MAD,738
DY025 ALF-TOS,None
AK098 KUL-MAA A320,320
GS526-HAK/KWL-E90,E90
BCN-LCG IB248  A320,320
3L143-DRS/ZRH-DH3,DH3
DY608 GOT-AGP 73H,73H
8L337 HGH-KOW A321,321
MI035(A320) CSXxSIN,320
2N523 ARN-VHM SF3,SF3
GAU-PBH [KB173],None
GS681-E90 XIY-LZO,E90
UN809-DME/KGD-735,735
LS251-LBA/FUE-733,733
9W990(B738) HYD,73H
UA813 PVR-DEN|738,738
SC729(B738) TNA,738
D7472+PVG+A330-KUL,330
DUS-RHO [ST283],None
JJN-SZX|ZH036|320,320
LH051 ALA-TSE|A333,333
UJ631(A320) CAIxTUU,320
UX297(B738) MXPxMAD,738
320[RJ022] AMM-LOS,320
HRB-DOY HU251/B738,738
SU474(A320) SVOxBUD,320
AP709 VCE-ATH 320,320
U2953+SPU+A319-GVA,319
VY897+BCN+A320-IBZ,320
WF563 BJF-MEH,None
O6007-BSB/JDO-A318,318
PMI-HAM 4U666/A319,319
WF655 KKN-VAW|DH2,DH2
320[J9113] AMM-KWI,320
DL252 SNA-MSP 319,319
ID941 CGK-DJJ|B739,739
J2794 GYD-DME|320,320
JNB-FRA US333  A346,346
733[VB902] PVR-MTY,733
321[Z4694] EBL-ESB,321
TNA-WNZ SC779  738,738
A320[HO664] NNG-SHA,320
BW675+SXM+738-KIN,738
JER-MAN|LS386|733,733
DAC-KUL [OD476],None
320[G9669] BAH-SHJ,320
HZH-KWE MU665  A319,319
EVN-KRR SU272  319,319
BME-PER QF245  73H,73H
4O255 MEX-SJO|320,320
U2995+OVD+A319-STN,319
IY778+SAH+310-ASM,310
TO180 NTE-MIR B738,73H
CZ789 XIY-SZX|320,320
SYX-CSX [BK690],None
SC763 FOC-NKG 738,738
G3972-SSA/VIX-B737,73G
SAN-DCA AA113/A319,319
RJ392(A320) VIExZRH,320
JA430 BEG-SJJ,None
JD330 HGH-PEK 319,319
DUB-ALC [FR608],None
AH697(738) QSF,738
IAH-DTW NK489  320,320
BCN-CRL FR876  738,738
A320[KA581] CNX-HKG,320
Y4482(320) TIJ,320
G8797 LKO-BOM A320,320
LY400 JFK-TLV|744,744
735[7J401] DYU-DEL,735
SV835-NBO/JED-A320,320
GF878-CDG/BAH-320,320
ALC-KSD DY120/B738,73H
9R728(E70) PCR,E70
VN535(A321) PUS,321
SU236 KHV-HRB|A319,319
AT810(738) LYS,738
KA947+CGO+A320-HKG,320
W6047+GDN+320-TKU,320
MLA-LUX LG646  E145,ER4
SK249(A319) KLX,319
CZ945-763 BKK-NBO,763
NKG-LJG [JD308],None
DLC-ICN|OZ575|321,321
UN602(B735) TOF,735
US453-ORD/SNA-B738,738
CZ044(A320) SZX,320
VA590-MEL/WLG-320,320
TOM530(73H) LGW,73H
TL725(E170) KTA,E70
DH8D[W3334] KAN-ABV,DH4
AT43[7F647] YGT-YFB,AT4
LX252 ZRH-EWR 333,333
WF686-BGO/SVG-DH8D,DH4
Q2345 MLE-KDO|DH8B,DH2
6E593 DEL-VNS 320,320
E2601 ABJ-ROB MD82,M82
LS660 BCN-GLA|B738,73H
PER-AKL|NZ148|772,772
TPE-WUH MU521  738,738
752[UA661] IAD-MAN,752
B738[FR547] EMA-CHQ,738
FR002(738) MRS,738
P4792-TGU/LCE-L4T,L4T
FR354 KRK-EMA|B738,738
JJ541(320) BEL,320
HU237-KHN/SHE-738,738
VOL-CRL [FR872],None
SIN-BNE SQ818  333,333
ZH441 SZX-TSN B738,738
738[AB666] FMO-AYT,738
CM320-MGA/GUA-E90,E90
HG656+LPA+320-SZG,320
F9639-ORD/SJD-320,320
OA348(DH8D) ZTH,DH4
SU633(A321) SKGxSVO,321
SLC-SAT DL652  A320,320
Y4033-PVR/TIJ-319,319
IE430+NAN+A320-VLI,320
LG707 KGS-LUX|B737,73W
CA674 SZX-TYN|738,738
U6662+LED+A320-LLK,320
TK386 HAM-ADB 320,320
SJ214(B735) BKS,735
NK994+FLL+319-GUA,319
321[8L560] CKG-LJG,321
MQF-SVX [7R660],None
AI464-BOM/MCT-A320,320
CIF-BAV G5206  CRJ9,CR9
KU748(A320) KWI,320
CIA-KRK FR431  B738,738
717[V7663] GOA-OLB,717
AD839-STM/BEL-AT72,AT7
AA430-BOS/MAD-A330,330
VY827(A319) CTAxFLR,319
SU259 KHV-ICN|319,319
320[3O318] NDR-PMI,320
US214-ORD/AMM-A340,340
CCU-HYD 6E485  A320,320
BK647-738 UYN-KMG,738
GS384 AAT-URC E90,E90
FR782+EGC+B738-STN,738
SV331-E70 DWD-JED,E70
WF721(DH2) BJF,DH2
NTE-ADB|XQ230|738,738
HAV-BOG|CU637|319,319
TDX-BKK PG947  AT7,AT7
KE430-739 WJU-CJU,739
IB217-BCN/CDG-320,320
UA177(B764) IADxHNL,764
VNO-BVA W6191  320,320
NH045(B763) CTUxNRT,763
DC085 AGH-BMA|AT7,AT7
UFA-NSK|Y7894|738,738
738[IX147] CCJ-IXE,738
BKK-PUS KE816/A333,333
UA571(A320) PVRxSFO,320
QZ508-SUB/SIN-A320,320
CEK-PRG OK207/A320,320
YUL-MIA|US565|738,738
MYT-MDL W9153/AT72,AT7
2N530+ARN+ATP-GEV,ATP
EP184(100) THR,100
KUF-NSK|Y7552|738,738
QR052 DOH-ADD|A320,320
US994(332) PHL,332
SZX-WXN|3U019|319,319
HU353(319) TXL,319
WRO-STN [FR132],None
KIX-HKG NH061/B763,763
AA407 CUR-MIA|B738,738
CZ527(738) TAO,738
GYD-IKA [IR617],None
NKG-DLC|CA632|738,738
MIA-GND US019  738,738
GS137+CGD+E90-HAK,E90
BT150-DUS/RIX-DH8D,DH4
FR550 MJV-EIN|B738,738
DY340 ALC-EVE,None
B6144 SJU-BOS 320,320
SCQ-CDG VY638  A320,320
AGP-TRD [DY194],None
FL313-717 DAY-ATL,717
SC002+TNA+CR2-DLC,CR2
FR718 LPL-RHO,None
S20[F7055] FLR-ZRH,S20
PC902(738) GZT,738
LG017+BVC+73W-SID,73W
FR227(B738) ALCxNRN,738
FD035+HGH+A320-CNX,320
B737[WS957] YHZ-MBJ,73W
6E706-320 BOM-BLR,320
WN445 MDW-CHS B737,73W
TG792(330) BKK,330
FR520-738 BCN-STN,738
WJ315-YHR/ZTB-DHT,DHT
WJ514(DHC6) YRG,DHT
FR062 EIN-MJV 738,738
J9281(320) AMM,320
DY117(73H) SPU,73H
ID986 DJJ-CGK|739,739
SVO-HAJ SU899  A320,320
ALA-PRG [OK952],None
PVG-SYD QF415  333,333
STN-PMO FR949  738,738
319[TK630] BGG-IST,319
UA646-763 FRA-IAH,763
DH4[K2930] WAW-DBV,DH4
JD245-SJW/XIY-320,320
VN506-SYD/SGN-A330,330
G3374 JPA-BSB,None
ET925 OUA-ABJ B752,752
TU330-TUN/ORN-736,736
MU908 HFE-PEK A320,320
FR699 BRS-EGC 738,738
AA115 DFW-BDL|738,738
AA468+SMF+MD83-DFW,M83
B737[NS510] KMG-SJW,73G
HG564 VIE-MLA|E90,E90
7H485 ANC-CDV BE1,BE1
RUH-GVA SV446  320,320
TNA-CSX HU078/B738,738
VKO-IKT UN974/B738,738
U2214 AGA-LGW A319,319
AA181+ORD+B738-BOS,738
AZ421 IKA-FCO 320,320
AC793+YYZ+319-CCC,319
BFS-TFS|TCX864|321,321
EK749-332 DXB-SKT,332
FR965(B738) BLL,738
IE916+HIR+DHT-KGE,DHT
WU057 CGN-IEV 320,320
VB089 PVR-MTY B733,733
COK-DMM [SV352],None
320[CZ731] SHE-KIX,320
TD824-319 PRG-EVN,319
U2524(319) HAM,319
ZD408(AT72) DZAxDAR,AT7
IG177(A320) OLBxHAM,320
CA662-CTU/TNA-A320,320
738[CA453] JDZ-PEK,738
CZ972 CGQ-NKG,None
CZ018 WUH-TNA 73G,73G
FR864+BUD+B738-TSF,738
738[FR894] FUE-BCN,738
TSN-ICN GS542  321,321
W6963-TSF/KIV-A320,320
G9417-JED/SHJ-A320,320
100[IR880] BDH-SYZ,100
MAO-PMV [V0732],None
G4209-AZA/OAK-MD80,M80
3M759+MHH+SF3-JAX,SF3
BOM-DOH|IX806|738,738
SEA-FLL [AS293],None
ORK-AGP EI082/A320,320
G5095+SHP+CRJ9-SJW,CR9
KMG-WUH [ZH299],None
A320[VY807] BIO-TFN,320
A3757-HER/TXL-320,320
IST-BGG TK483  319,319
BDQ-DEL 6E264  320,320
HRB-HKG|HX522|320,320
CFR-AJA [V7366],None
4U118(A319) HAJ,319
TOM223+ACE+73H-NCL,73H
B738[AA364] FLL-PAP,738
SLL-SHJ|G9573|320,320
SJ238+LUW+B735-UPG,735
73H[DY203] CPH-MAD,73H
QR752 DOH-ICN 333,333
EDI-BRE [FR968],None
AB029-PMI/CPH-B738,738
U2560(320) RHO,320
AMS-DOH KL728  A330,330
X3181(73H) HER,73H
FAO-BFS [U2026],None
B763[US280] LIM-DFW,763
SZB-LGK [FY317],None
HO522-320 PVG-SHE,320
CZ113(320) KOW,320
PG162 KBV-USM|AT7,AT7
M88[DL448] ATL-DAY,M88
STR-SAW [AB252],None
B9615 ZAH-MHD MD82,M82
TT115(320) ASP,320
UL878+DMM+343-CMB,343
MD83[7I714] CUR-MAR,M83
AY751(A333) HEL,333
HO975 KWE-HGH|320,320
NP140 HBE-KWI,None
IOS996-ULK/IKT-AN4,AN4
GA092(738) SOC,738
DH4[PD732] YAM-YTZ,DH4
DOK-IST PS774/B738,738
YGV-YZV|P6665|J32,J32
MS202(A330) CAI,330
MU643 PEK-LYG,None
BB399-SF3 NEV-SKB,SF3
FCO-OLB IG411  M80,M80
B737[HV472] INN-EIN,73W
SFO-ORD [AA711],None
MU013-738 ENH-WUH,738
3U107 XUZ-KMG A320,320
GS797(E190) TXNxHAK,E90
733[PY168] AUA-PBM,733
LH342(B744) FRA,744
738[AT020] CMN-PNR,738
JT367(739) CGK,739
HDG-PVG MU371/A320,320
UFA-NYM|YC871|CR2,CR2
W6219 TLV-WAW A320,320
BJA-MRS [ZI985],None
ZHA-HAK GS256/E190,E90
MAN-HER|TO349|73H,73H
KUF-TAS|HY875|320,320
LH101+NKG+A343-FRA,343
WS000(B737) YXU,73W
AI023(A320) DELxGAU,320
2P823-MNL/BXU-320,320
FL309 AUA-ATL|73G,73G
KIJ-ITM NH123/B738,738
CI064-BNE/TPE-A333,333
MUC-PEK [LH740],None
AHB-TIF SV377  A320,320
KTM-KUL [D7042],None
PFO-AMS HV343/B738,73H
ROI-DMK DD320/B738,738
US956+ORD+738-SFO,738
BA086 LCA-LGW|320,320
CTA-VIE AP046  320,320
YQM-MCO|WS132|73W,73W
CA644 MNL-PEK B738,738
BHX-BFS U2004/A319,319
FR722+BOH+738-MJV,738
TSA-HND CI925  A333,333
SU532(A320) FCOxLED,320
AH958(330) ALG,330
XY019-320 LXR-RUH,320
TS762-330 YYZ-CDG,330
AA708-738 ORD-TUL,738
ISG-HND NU992/B734,734
PZO-BLA R7227  M80,M80
AT7[AD783] VCP-IZA,AT7
TXL-NCE [4U040],None
FB262 SVO-VAR|A320,320
MU030+SZX+A320-WUX,320
BGW-SHJ [G9554],None
3U087 KWL-INC A320,320
Z2113+KUL+320-MNL,320
G3881(738) CGH,738
QF295 PHE-PER,None
QR729+DOH+A319-RGN,319
JJ697 BEL-MCP|A320,320
MU748(320) FOC,320
MIA-MDE|AA917|738,738
SU733 LED-HAM 319,319
LED-DME 6R942  B738,738
PAT-IXR 6E002  A320,320
S7158 MSQ-DME,None
RMQ-PVG GE022/A321,321
SGN-HUI|VJ979|320,320
FEN-REC G3202/B737,73G
JD107(319) KWE,319
TK820(A320) RIXxIST,320
TU097 SXF-DJE|A319,319
AT317-AT7 CMN-RBA,AT7
FR159 BCN-STN 738,738
U6674 PRG-SVX,None
CY740 LCA-FRA,None
2Z766(AT7) GYN,AT7
CZ864-CKG/YCU-733,733
US190 CLT-LYH|CR7,CR7
HX259-XUZ/HKG-320,320
CI626(B738) KHHxNRT,738
CZ121+ZUH+B738-KHN,738
DL090 ATL-NRT B744,744
A320[MU806] NGB-XMN,320
YYZ-POP [AC806],None
SC354(B738) SHAxTAO,738
SN593+BRU+333-FNA,333
TJ211(PL2) SJU,PL2
JGN-LHW 3U223  A319,319
VY961 BIO-IBZ|A320,320
DME-ALC [VY767],None
PAC-OGM 7P878  DHT,DHT
JQ879-ADL/OOL-320,320
KE314 RSU-GMP|73H,73H
NL439-734 LHE-AUH,734
CLY-NCE XK930  AT7,AT7
PAC-OGM 7P626  DHT,DHT
SK665+BUD+320-CPH,320
E190[GS414] HFE-CGO,E90
CKG-JHG [CZ898],None
FR129(B738) EDIxNRN,738
IST-BGW TK071/B738,738
KA198 HKG-PEN|A333,333
A333[SV195] DMM-COK,333
UA129 EWR-DUB B752,752
HU057+PEK+738-CSX,738
XQ847 PAD-AYT B738,738
U2071(A319) OVDxSTN,319
WF393 RVK-MQN|DH1,DH1
AT7[OD118] SZB-LGK,AT7
EF654 ULN-COQ DH4,DH4
LY520 JFK-TLV|744,744
JIK-ATH [OA922],None
6E130-320 CJB-DEL,320
W9360(AT7) RGN,AT7
KE386 CMB-ICN|333,333
ET642 TLV-ADD|763,763
KHH-TAO [B7605],None
JJ794-GRU/MEX-A330,330
NK056(320) ORD,320
PD525(DH4) YTZ,DH4
ER4[9R258] APO-BOG,ER4
JU309 CDG-BEG 320,320
MI115(A320) SIN,320
AD908 SSA-BPS|AT72,AT7
RJ470(320) AMM,320
QV029-AT7 LPQ-PKZ,AT7
3G410(A319) ACCxROB,319
LIL-LGG HQ518  320,320
HYD-RPR 6E445  A320,320
STW-DME S7805/A319,319
US498-CR7 LAX-SLC,CR7
MH414(B772) FRA,772
3K076+SIN+A320-HGH,320
AS057-KOA/SJC-B738,73H
IST-DLA [TK810],None
MU938(A320) PVGxHDG,320
KHH-PVG HO672/A320,320
LED-ICN KE604  772,772
EU491+CTU+A319-JGS,319
AZ882(332) AUH,332
U2269(A319) FCOxTLS,319
319[KB111] KTM-DEL,319
DEL-KTM 6E608  A320,320
FR929(B738) CTAxBGY,738
MS948 CAI-ASM 320,320
8L352+CSX+A321-NKG,321
CZ401(B738) HRB,738
9C837(A320) MFMxPVG,320
Q6490 BNE-TWB|DH8A,DH1
YYZ-SNU CU362  A320,320
JB212-CXH/YWH-S76,S76
FR787 ACE-BRS 738,738
CG698 HGU-MXH DHC6,DHT
LI329 SXM-STX DH8C,DH3
QR938+ISU+A320-DOH,320
NZ002 ZQN-CHC A320,320
AF048 CKY-NKC|A332,332
HU976+HGH+B738-SHE,738
G4462(M80) MDT,M80
MU969(A320) HIA,320
CZ788(320) BFJ,320
RO892+BLQ+733-IAS,733
SC502 KWL-HGH B738,738
8L235-LJG/KWE-319,319
AD232+CCM+AT72-VCP,AT7
AC008 YYZ-CPH|763,763
MU820-HET/SHA-320,320
FR606-738 BLQ-AHO,738
AR608-340 CCS-EZE,340
CN383-738 HRB-PEK,738
TLS-NTE U2774  A319,319
ALC-UME DY247  B738,73H
HRK-WAW W6162/A320,320
W6500 TRF-WRO|320,320
9C812-320 TPE-SJW,320
2B301+KZN+CRJ2-LED,CR2
B744[VS000] LGW-HAV,744
CGO-XNN CA885  319,319
CFU-LIL|HQ553|320,320
FZ489 DXB-MCT B738,73H
GLA-WAW W6240  320,320
F50[HS831] GOT-SDL,F50
O6210 SSA-MCZ|320,320
WF641(DH8B) KKN,DH2
OD859(AT72) SZB,AT7
DY351 CPH-SXF 73H,73H
3G496 BJL-BCN,None
AT72[7F370] YCO-YZF,AT7
HYD-SHJ|AI772|321,321
HO694+CGQ+A320-PVG,320
SFB-PHF G4382  A320,320
VN517-332 KIX-SGN,332
FG091+KWI+734-KBL,734
Y4359 CEN-TIJ,None
DXB-BLR EK171/B773,773
WS413 YEG-PSP 73W,73W
PC864 AYT-CPH|738,738
MU399(733) SZX,733
BRI-FLR [VY460],None
MD90[BR457] KWL-TPE,M90
AA226 JFK-SJO|B738,738
A319[SU469] VVO-PUS,319
ATL-AUA FL488/B737,73G
CZ962+XMN+A321-PEK,321
JD718+HGH+319-KWL,319
ZK171(B190) HON,BE1
TO329 MAH-MAN B738,73H
319[3U205] NGB-CKG,319
SQ494 BNE-CNJ|E90,E90
GA882(B738) CGK,738
KC509 ALA-PEK,None
AN4[IOS331] GDX-YKS,AN4
KE602+CJU+B739-KIX,739
320[W6255] TRF-SZZ,320
SFO-DCA VX107  320,320
PK847 BCN-ISB|A310,310
YEK-YYQ [MO188],None
TCX784 BJV-MAN|A321,321
S7848-YKS/PEK-B738,738
BOD-AMS [KL383],None
B6009(E190) NASxBOS,E90
CZ665(B738) KWExTAO,738
MU189(320) HRB,320
SF3[8R610] CRD-REL,SF3
B6637(A320) FLLxLAX,320
US535(CRJ7) BUF,CR7
ZH936-KHN/CTU-738,738
WN732(B737) MCIxMKE,73W
HU001-PEK/KMG-B738,738
SEN-PMI|U2753|319,319
NHG025 XAP-CWB L410,L4T
8P103-YVR/YYJ-BE1,BE1
FR571 EIN-CHQ 738,738
OY491+PMY+MD82-AEP,M82
AB317-320 MJT-MUC,320
DYG-TPE CZ648  A320,320
STR-NAP 4U662/A319,319
TO405 HER-ORY B738,73H
PR821-BCD/MNL-A320,320
AB798 HKT-AUH A332,332
73H[QF423] MEL-ADL,73H
AD119-CAC/CWB-AT7,AT7
SK004-BCN/CPH-A321,321
G8417 CCU-DEL A320,320
W9447 AKY-RGN AT7,AT7
BRU-LIS|FR947|738,738
SP548+FLW+DH8D-HOR,DH4
RO610 OTP-AMM,None
EDI-CPH|U2415|319,319
RGN-ICN KE297  73H,73H
MIA-PTY US056/B738,738
Q6732 CNS-IRG DH1,DH1
HU554-DOY/CAN-B738,738
NHG729-ERM/JCB-L4T,L4T
CY029(320) LCA,320
B738[X3160] LPA-FRA,73H
AT064-NSI/CMN-B738,738
AI799+STV+CRJ7-DEL,CR7
JD305-320 SJW-CGQ,320
SSH-HBE M4677  DH4,DH4
ADL-DPS|VA119|73H,73H
7J390 LBD-DME 733,733
E90[AC467] GGT-YYZ,E90
HKG-AUH|CX904|333,333
AB365(738) NBE,738
FR195+DTM+738-PMI,738
JNB-KGL|WB898|73W,73W
WY804+JED+738-MCT,738
US897(A320) CLTxSLC,320
RJ174-320 AMM-KRT,320
313[W5967] IKA-PVG,313
QZ124-CGK/DMK-320,320
TU567(A320) TUN,320
LCA-LBA ZB219/A320,320
QF885 ZQN-SYD B738,73H
CZ905-CGQ/KHN-320,320
AK520 KBR-KUL|320,320
PMF-CAG|FR510|738,738
ZH346 CTU-NNG 738,738
CZ051-738 HKT-KWE,738
333[MH053] KUL-PVG,333
DL743(B752) SPNxNRT,752
73W[WN330] HOU-LGA,73W
CM968-SJO/TGU-738,738
MU131 PEK-JXA|A320,320
PG492 BKK-DAC A319,319
W6743 FCO-WAW,None
ZH403-SHE/NKG-320,320
NX243-SHE/MFM-A319,319
GS350+DSN+E190-CGO,E90
A333[KE515] NRT-HNL,333
FR166 FEZ-BGY,None
FR142 TFS-SVQ|738,738
NGB-SZX|DZ575|738,738
313[W5552] CAN-IKA,313
SW378 WDH-FRA 332,332
DY854 OSL-EDI|73H,73H
F9308+CLE+A320-PUJ,320
MS649(A320) LXR,320
NF499(DHC6) LOD,DHT
HAK-KMG [HU980],None
UYN-XIY GS505/E190,E90
AA505-SIN/NRT-763,763
IY540(A310) DXB,310
NK102 LAX-ORD|319,319
SN077 BRU-BIA|319,319
FR924-738 ZTH-CRL,738
BW207+POS+B738-KIN,738
